WKT,WKT,rand_point_id
"MULTIPOLYGON (((-417258131.769255 112105958.97679,-432996150.875574 134197869.558846,-424621358.388432 141188610.980395,-390909018.307691 134867920.958213,-391011508.119146 132912545.064495,-417258131.769255 112105958.97679)))","POLYGON ((-417258133.806177 112105944.60107,-432996164.394247 134197871.30039,-424621361.178253 141188621.677698,-390909007.863325 134867929.174253,-391011498.36916 132912540.032656,-417258133.806177 112105944.60107))","857"
"MULTIPOLYGON (((-302312743.908004 129626794.169794,-304566457.212617 130005902.314276,-298989558.438154 152055643.052413,-297011621.719727 151833525.481524,-292033805.792169 130846984.843862,-302312743.908004 129626794.169794)))","POLYGON ((-302312744.152959 129626784.070505,-304566469.566671 130005894.251918,-298989565.993327 152055653.963697,-297011613.61317 151833534.634033,-292033793.473021 130846976.23603,-302312744.152959 129626784.070505))","920"
"MULTIPOLYGON (((-1002482928.4305 124870087.83681,-1027946567.31816 140667589.457713,-1029387196.78649 142283759.688088,-1025974327.11248 144013484.388437,-1007181673.32103 149170458.422294,-994759969.341127 135384851.33893,-993074471.603861 129204716.043813,-1002482928.4305 124870087.83681)))","POLYGON ((-1002482929.13151 124870076.503579,-1027946573.8199 140667581.723224,-1029387212.89744 142283762.733694,-1025974330.73256 144013493.764718,-1007181670.02021 149170469.69777,-994759960.319495 135384856.265451,-993074459.72802 129204710.50494,-1002482929.13151 124870076.503579))","486"
"MULTIPOLYGON (((-974249025.25074 123097796.545505,-993074451.502226 129204718.349523,-994759949.813963 135384855.751025,-987412393.153431 154664646.596471,-974499923.740031 163687553.601057,-968190812.719737 163930851.240284,-967943302.967916 162480574.406366,-974249025.25074 123097796.545505)))","POLYGON ((-974249017.223581 123097783.428504,-993074459.72802 129204710.50494,-994759960.319495 135384856.265451,-987412401.402517 154664653.031752,-974499927.06033 163687563.480449,-968190804.338219 163930861.570932,-967943292.832212 162480574.458409,-974249017.223581 123097783.428504))","458"
"MULTIPOLYGON (((-284120202.067736 130319103.732289,-292033785.445745 130846985.722788,-297011601.536366 151833527.047926,-285087545.663413 154452179.833442,-280717064.806819 142290509.948108,-280253085.994167 138520439.65031,-284120202.067736 130319103.732289)))","POLYGON ((-284120195.930557 130319093.30068,-292033793.473021 130846976.23603,-297011613.61317 151833534.634033,-285087539.224732 154452191.485752,-280717055.018177 142290512.278532,-280253075.715782 138520438.001322,-284120195.930557 130319093.30068))","592"
"MULTIPOLYGON (((-316795994.798408 125874052.419339,-345352984.385899 143490712.897892,-346976541.152663 147612629.01089,-340456674.462773 161362703.980064,-328404047.16069 162965438.466411,-317029751.172097 159437890.391185,-312144540.363276 129679074.668761,-316795994.798408 125874052.419339)))","POLYGON ((-316795993.98309 125874040.166653,-345352992.469938 143490706.135174,-346976552.045389 147612629.378919,-340456681.169456 161362713.176251,-328404046.298952 162965448.669032,-317029742.305578 159437898.111256,-312144529.559371 129679070.587025,-316795993.98309 125874040.166653))","710"
"MULTIPOLYGON (((-312144521.128341 129679080.959931,-317029731.003267 159437890.993427,-313961513.896092 160333628.56217,-298989577.578254 152055648.942285,-304566477.435815 130005903.921836,-312144521.128341 129679080.959931)))","POLYGON ((-312144529.559371 129679070.587025,-317029742.305578 159437898.111256,-313961512.701452 160333639.328369,-298989565.993327 152055653.963697,-304566469.566671 130005894.251918,-312144529.559371 129679070.587025))","278"
"MULTIPOLYGON (((-32434551.4628791 116530186.625181,-45884626.2777074 144425615.826819,-28896079.6801172 155564864.860522,-18224963.8368264 137492750.768135,-23184684.2151655 126449058.355061,-32434551.4628791 116530186.625181)))","POLYGON ((-32434554.1207232 116530169.112628,-45884639.0934098 144425619.381644,-28896076.3983929 155564878.970296,-18224952.59342 137492751.394368,-23184675.7717025 126449052.746726,-32434554.1207232 116530169.112628))","674"
"MULTIPOLYGON (((-432996167.960323 134197881.349725,-444746893.552145 134357410.644459,-450053270.678855 138433617.852717,-452444784.787826 142054561.089869,-439687364.355909 162734426.063525,-432388084.692798 162650101.461356,-424621372.966053 141188624.864063,-432996167.960323 134197881.349725)))","POLYGON ((-432996164.394247 134197871.30039,-444746897.009554 134357400.690476,-450053278.099618 138433610.943268,-452444796.650816 142054560.906307,-439687369.896754 162734436.128203,-432388077.647811 162650111.380636,-424621361.178253 141188621.677698,-432996164.394247 134197871.30039))","477"
"MULTIPOLYGON (((-133076096.591665 105389569.628535,-169772544.999462 126256941.617184,-158386253.240285 166350541.797621,-123538366.278468 151028132.690635,-114250125.859833 119906120.394976,-114352789.544817 119397880.443201,-117111419.182386 116411589.844418,-133076096.591665 105389569.628535)))","POLYGON ((-133076096.076976 105389557.832116,-169772556.762281 126256936.802349,-158386259.723802 166350555.572353,-123538358.01898 151028139.982956,-114250115.563455 119906120.86231,-114352780.297681 119397875.716227,-117111412.588884 116411582.244815,-133076096.076976 105389557.832116))","162"
"MULTIPOLYGON (((34646154.1334426 114959990.895677,15533468.853627 115269245.147444,5981782.38271038 136512536.039212,29176611.8723576 159115717.709051,34646154.1334426 160604361.129527,34646154.1334426 114959990.895677)))","POLYGON ((34646164.1334426 114959980.732562,15533462.338798 115269235.251549,5981770.39343214 136512538.318687,29176606.7476923 159115726.678038,34646164.1334426 160604374.214989,34646164.1334426 114959980.732562))","954"
"MULTIPOLYGON (((-821979191.56757 108999999.221514,-832160064.124859 134145402.373959,-831824498.383356 153739630.702812,-811544443.351317 157517443.433375,-790898503.511505 138303533.790935,-786124855.647128 126396839.197242,-786520197.967293 122562206.709733,-821979191.56757 108999999.221514)))","POLYGON ((-821979197.155888 108999986.377635,-832160074.158267 134145400.50886,-831824508.24207 153739639.038335,-811544440.228035 157517454.187212,-790898495.061857 138303539.58785,-786124845.446692 126396840.627246,-786520188.650728 122562199.566611,-821979197.155888 108999986.377635))","32"
"MULTIPOLYGON (((-688963999.87707 108399076.69526,-703708332.084999 129612048.338556,-703614541.067216 130522055.279415,-654950340.523202 139229836.385298,-653783108.127233 137586051.533297,-688963999.87707 108399076.69526)))","POLYGON ((-688964001.873149 108399062.045883,-703708342.412427 129612045.67566,-703614550.242367 130522063.796479,-654950336.041614 139229847.346045,-653783094.603206 137586049.759799,-688964001.873149 108399062.045883))","376"
"MULTIPOLYGON (((-195581715.876921 122143800.6457,-196117053.764027 122160031.742385,-210699312.785467 132015423.614739,-209778515.787326 178540390.174352,-198694430.027132 175517893.401604,-186599213.145476 170239380.789595,-185988927.064092 169797996.624695,-194472389.093727 122776467.56402,-195581715.876921 122143800.6457)))","POLYGON ((-195581713.367245 122143790.565013,-196117056.963079 122160021.834783,-210699322.891128 132015418.374955,-209778525.531555 178540403.196614,-198694426.694252 175517902.857896,-186599208.158167 170239389.523871,-185988916.10594 169798001.040611,-194472380.081975 122776461.191572,-195581713.367245 122143790.565013))","882"
"MULTIPOLYGON (((-194472367.785941 122776473.023009,-185988907.932668 169797990.020694,-158555058.595768 166601658.730833,-158386270.610419 166350553.842814,-169772564.603527 126256945.796223,-194472367.785941 122776473.023009)))","POLYGON ((-194472380.081975 122776461.191572,-185988916.10594 169798001.040611,-158555052.865062 166601668.13079,-158386259.723802 166350555.572353,-169772556.762281 126256936.802349,-194472380.081975 122776461.191572))","932"
"MULTIPOLYGON (((-534341278.329887 122143582.868254,-566665031.880745 130920685.340627,-570667668.863235 151763797.441703,-544202094.810435 167973672.834351,-532778611.539798 165606519.795397,-512410121.210874 131237745.150275,-534341278.329887 122143582.868254)))","POLYGON ((-534341277.654349 122143572.322714,-566665040.524281 130920677.325563,-570667679.989255 151763802.353786,-544202096.65769 167973683.429576,-532778605.187855 165606528.691599,-512410106.729643 131237740.329523,-534341277.654349 122143572.322714))","306"
"MULTIPOLYGON (((-1172314892.77683 123292259.137441,-1205599179.91278 136432110.084645,-1205599179.91278 157692279.697011,-1156952044.63639 139138630.032947,-1156990712.93322 124919361.704685,-1172314892.77683 123292259.137441)))","POLYGON ((-1172314894.16384 123292248.933959,-1205599189.91278 136432103.28137,-1205599189.91278 157692294.213553,-1156952034.61764 139138636.914489,-1156990702.95765 124919352.707667,-1172314894.16384 123292248.933959))","396"
"MULTIPOLYGON (((-280253067.060092 138520449.537579,-280717044.422458 142290508.051037,-252417733.21027 165603551.104582,-246334720.077466 164591408.28068,-245340704.214739 154342300.52278,-255679657.746375 142510122.154881,-280253067.060092 138520449.537579)))","POLYGON ((-280253075.715782 138520438.001322,-280717055.018177 142290512.278532,-252417736.056988 165603561.715723,-246334710.865072 164591416.885325,-245340693.844841 154342297.19263,-255679652.587069 142510112.86159,-280253075.715782 138520438.001322))","484"
"MULTIPOLYGON (((-210699332.664897 132015429.904651,-229199324.203496 134710999.066213,-245340684.185645 154342301.190387,-246334700.511179 164591413.720199,-229503428.937885 184983460.128265,-223698888.286077 188630673.599458,-209778535.633038 178540398.167968,-210699332.664897 132015429.904651)))","POLYGON ((-210699322.891128 132015418.374955,-229199329.471838 134710989.72825,-245340693.844841 154342297.19263,-246334710.865072 164591416.885325,-229503435.623633 184983467.737557,-223698887.886591 188630685.660672,-209778525.531555 178540403.196614,-210699322.891128 132015418.374955))","581"
"MULTIPOLYGON (((-786124839.412874 126396852.449857,-790898483.155448 138303536.762722,-758365144.070541 167042851.401629,-746964413.722895 156201945.749642,-748352333.719008 136209997.618687,-748730178.958979 135773764.283339,-786124839.412874 126396852.449857)))","POLYGON ((-786124845.446692 126396840.627246,-790898495.061857 138303539.58785,-758365143.821795 167042864.964383,-746964403.420909 156201949.752813,-748352323.974256 136209993.595331,-748730173.466058 135773755.35112,-786124845.446692 126396840.627246))","922"
"MULTIPOLYGON (((-737183833.894966 133705106.104297,-748352313.403296 136210001.472876,-746964393.967451 156201941.533585,-731839664.388112 159406106.931854,-717869485.934027 145944564.717485,-737183833.894966 133705106.104297)))","POLYGON ((-737183832.041338 133705095.440133,-748352323.974256 136209993.595331,-746964403.420909 156201949.752813,-731839661.270017 159406117.814359,-717869469.828064 145944563.084993,-737183832.041338 133705095.440133))","532"
"MULTIPOLYGON (((-500903763.517495 114387195.745354,-508578635.086635 129908008.012734,-489535882.613035 145530938.384676,-452444802.354499 142054551.397062,-450053289.469036 138433610.012399,-459363235.475638 117603578.040516,-500903763.517495 114387195.745354)))","POLYGON ((-500903769.485124 114387185.253365,-508578647.572996 129908010.703508,-489535885.775492 145530948.724906,-452444796.650816 142054560.906307,-450053278.099618 138433610.943268,-459363228.773184 117603568.52954,-500903769.485124 114387185.253365))","119"
"MULTIPOLYGON (((5981767.32547235 136512549.291918,-9307087.2643892 140047706.870568,-6703933.55863858 146386028.854468,11729983.6384381 162426889.296022,29176586.0126299 159115720.434814,5981767.32547235 136512549.291918)))","POLYGON ((5981770.39343214 136512538.318687,-9307100.98711896 140047699.779756,-6703941.90931726 146386034.843863,11729980.7350571 162426900.025557,29176606.7476923 159115726.678038,5981770.39343214 136512538.318687))","669"
"MULTIPOLYGON (((-57514754.5130619 125261720.0651,-101033636.095497 128997176.875646,-70773700.2965755 152973507.830552,-64464043.0139299 146029762.571736,-57514754.5130619 125261720.0651)))","POLYGON ((-57514740.1984892 125261708.799633,-101033662.05295 128997169.066941,-70773699.181237 152973521.472858,-64464034.198288 146029767.739898,-57514740.1984892 125261708.799633))","268"
"MULTIPOLYGON (((-18224947.9141304 137492763.137289,-28896066.7802353 155564882.348976,-29929241.8547656 162779117.030544,-8510064.82676482 174553119.428431,-5157057.82536144 170913812.166019,-6703951.78574473 146386037.118269,-9307108.39733163 140047708.059057,-18224947.9141304 137492763.137289)))","POLYGON ((-18224952.59342 137492751.394368,-28896076.3983929 155564878.970296,-29929252.7345426 162779122.461231,-8510062.77975726 174553131.9649,-5157047.57630348 170913815.800096,-6703941.90931726 146386034.843863,-9307100.98711896 140047699.779756,-18224952.59342 137492751.394368))","949"
"MULTIPOLYGON (((-1091937615.39066 136618806.038945,-1107044812.11709 145487079.674946,-1109366884.30873 150623043.188052,-1111064117.81617 172669821.434476,-1100240117.37597 174205550.570798,-1084838993.6742 172460443.904536,-1083964428.15084 137723631.015914,-1091937615.39066 136618806.038945)))","POLYGON ((-1091937617.45811 136618795.656915,-1107044819.91994 145487072.659729,-1109366894.14439 150623040.669012,-1111064128.50654 172669830.017858,-1100240117.51766 174205560.650845,-1084838983.89652 172460452.860615,-1083964417.92916 137723622.336759,-1091937617.45811 136618795.656915))","963"
"MULTIPOLYGON (((-1083964408.19448 137723633.000897,-1084838973.63928 172460442.769361,-1083206701.20883 172445983.631251,-1067342560.948 145426589.429092,-1074565015.28006 138343895.81956,-1083964408.19448 137723633.000897)))","POLYGON ((-1083964417.92916 137723622.336759,-1084838983.89652 172460452.860615,-1083206695.45426 172445993.580668,-1067342548.37026 145426587.757465,-1074565010.9241 138343886.085259,-1083964417.92916 137723622.336759))","612"
"MULTIPOLYGON (((-994759963.839241 135384875.110393,-1007181657.44314 149170470.67847,-1007160438.93981 149203015.339846,-998206975.261627 153950597.7762,-987412416.29897 154664642.024519,-994759963.839241 135384875.110393)))","POLYGON ((-994759960.319495 135384856.265451,-1007181670.02021 149170469.69777,-1007160445.90616 149203022.964795,-998206978.056282 153950607.613192,-987412401.402517 154664653.031752,-994759960.319495 135384856.265451))","739"
